,Sample Name,Source Plate Name,Source Well,Destination Well,Transfer Volume,Destination Plate Name,Source Plate Type
552,PBS,af_src001,I15,J9,2000,dest_plate,384PP_AQ_BP
553,PBS,af_src001,I15,J11,1200,dest_plate,384PP_AQ_BP
554,PBS,af_src001,I15,J12,1550,dest_plate,384PP_AQ_BP
555,PBS,af_src001,I15,J13,1750,dest_plate,384PP_AQ_BP
556,PBS,af_src001,I15,J14,1850,dest_plate,384PP_AQ_BP
557,PBS,af_src001,I15,J15,1950,dest_plate,384PP_AQ_BP
558,PBS,af_src001,I15,J17,1325,dest_plate,384PP_AQ_BP
559,PBS,af_src001,I15,J18,2000,dest_plate,384PP_AQ_BP
560,PBS,af_src001,I15,J20,1200,dest_plate,384PP_AQ_BP
561,PBS,af_src001,I15,J21,1550,dest_plate,384PP_AQ_BP
562,PBS,af_src001,I15,J22,1750,dest_plate,384PP_AQ_BP
563,PBS,af_src001,I15,J23,1850,dest_plate,384PP_AQ_BP
564,PBS,af_src001,I15,J24,1950,dest_plate,384PP_AQ_BP
565,PBS,af_src001,I15,K2,1325,dest_plate,384PP_AQ_BP
566,PBS,af_src001,I15,K3,2000,dest_plate,384PP_AQ_BP
567,PBS,af_src001,I15,K5,1200,dest_plate,384PP_AQ_BP
568,PBS,af_src001,I15,K6,1550,dest_plate,384PP_AQ_BP
569,PBS,af_src001,I16,K7,1750,dest_plate,384PP_AQ_BP
570,PBS,af_src001,I16,K8,1850,dest_plate,384PP_AQ_BP
571,PBS,af_src001,I16,K9,1950,dest_plate,384PP_AQ_BP
572,PBS,af_src001,I16,K11,1325,dest_plate,384PP_AQ_BP
573,PBS,af_src001,I16,K12,2000,dest_plate,384PP_AQ_BP
574,PBS,af_src001,I16,K14,1200,dest_plate,384PP_AQ_BP
575,PBS,af_src001,I16,K15,1550,dest_plate,384PP_AQ_BP
576,PBS,af_src001,I16,K16,1750,dest_plate,384PP_AQ_BP
577,PBS,af_src001,I16,K17,1850,dest_plate,384PP_AQ_BP
578,PBS,af_src001,I16,K18,1950,dest_plate,384PP_AQ_BP
579,PBS,af_src001,I16,K20,1325,dest_plate,384PP_AQ_BP
580,PBS,af_src001,I16,K21,2000,dest_plate,384PP_AQ_BP
581,PBS,af_src001,I16,K23,1200,dest_plate,384PP_AQ_BP
582,PBS,af_src001,I16,K24,1550,dest_plate,384PP_AQ_BP
583,PBS,af_src001,I16,L1,1750,dest_plate,384PP_AQ_BP
584,PBS,af_src001,I16,L2,1850,dest_plate,384PP_AQ_BP
585,PBS,af_src001,I16,L3,1950,dest_plate,384PP_AQ_BP
586,PBS,af_src001,I16,L5,1325,dest_plate,384PP_AQ_BP
587,PBS,af_src001,I16,L6,2000,dest_plate,384PP_AQ_BP
588,PBS,af_src001,I16,L8,1200,dest_plate,384PP_AQ_BP
589,PBS,af_src001,I16,L9,1550,dest_plate,384PP_AQ_BP
590,PBS,af_src001,I16,L10,1750,dest_plate,384PP_AQ_BP
591,PBS,af_src001,I16,L11,1850,dest_plate,384PP_AQ_BP
592,PBS,af_src001,I17,L12,1950,dest_plate,384PP_AQ_BP
593,PBS,af_src001,I16,L14,1325,dest_plate,384PP_AQ_BP
594,PBS,af_src001,I17,L15,2000,dest_plate,384PP_AQ_BP
595,PBS,af_src001,I17,L17,1200,dest_plate,384PP_AQ_BP
596,PBS,af_src001,I17,L18,1550,dest_plate,384PP_AQ_BP
597,PBS,af_src001,I17,L19,1750,dest_plate,384PP_AQ_BP
598,PBS,af_src001,I17,L20,1850,dest_plate,384PP_AQ_BP
599,PBS,af_src001,I17,L21,1950,dest_plate,384PP_AQ_BP
600,PBS,af_src001,I17,L23,1325,dest_plate,384PP_AQ_BP
601,PBS,af_src001,I17,L24,2000,dest_plate,384PP_AQ_BP
